country,country_wb,gdp_country_code,year,season,medal_count,gdp_current_usd
Cuba,Cuba,CUB,2008,Summer,30,56302129629.6296
Czech Republic,Czechia,CZE,2008,Summer,7,236506264753.95
Denmark,Denmark,DNK,2008,Summer,7,354979471960.142
Dominican Republic,Dominican Republic,DOM,2008,Summer,2,48091433554.186
Ecuador,Ecuador,ECU,2008,Summer,1,61139438000.0
Egypt,"Egypt, Arab Rep.",EGY,2008,Summer,2,162818181818.182
Estonia,Estonia,EST,2008,Summer,2,24342935403.5447
Ethiopia,Ethiopia,ETH,2008,Summer,7,27066912635.2228
Finland,Finland,FIN,2008,Summer,4,285698662071.094
France,France,FRA,2008,Summer,43,2926802941585.86
Georgia,Georgia,GEO,2008,Summer,7,12795145130.9103
Germany,Germany,DEU,2008,Summer,41,3808197720125.0
Great Britain,United Kingdom,GBR,2008,Summer,51,2945251838235.29
Greece,Greece,GRC,2008,Summer,3,351121399546.485
Hungary,Hungary,HUN,2008,Summer,10,158228265915.534
Iceland,Iceland,ISL,2008,Summer,1,18247921360.2599
India,India,IND,2008,Summer,3,1198895139005.92
Indonesia,Indonesia,IDN,2008,Summer,6,510228634992.258
Iran,"Iran, Islamic Rep.",IRN,2008,Summer,2,406070949553.875
Ireland,Ireland,IRL,2008,Summer,3,275447471451.063
Israel,Israel,ISR,2008,Summer,1,221231658862.876
Italy,Italy,ITA,2008,Summer,27,2417508414187.19
Jamaica,Jamaica,JAM,2008,Summer,11,13709401520.0326
Japan,Japan,JPN,2008,Summer,25,5106679115127.3
Kazakhstan,Kazakhstan,KAZ,2008,Summer,9,133441648851.982
Kenya,Kenya,KEN,2008,Summer,16,35895153327.8497
Korea Republic,"Korea, Rep.",KOR,2008,Summer,32,1091580692542.34
Kyrgyzstan,Kyrgyz Republic,KGZ,2008,Summer,3,5139958909.17936
Latvia,Latvia,LVA,2008,Summer,3,34135200994.0067
Lithuania,Lithuania,LTU,2008,Summer,5,47831254207.5223
Malaysia,Malaysia,MYS,2008,Summer,1,230811614370.384
Mauritius,Mauritius,MUS,2008,Summer,1,10127777060.4113
Mexico,Mexico,MEX,2008,Summer,4,1161553459715.1
Moldova,Moldova,MDA,2008,Summer,1,6054824248.24221
Mongolia,Mongolia,MNG,2008,Summer,4,5623216608.04288
Morocco,Morocco,MAR,2008,Summer,2,101822906949.063
Netherlands,Netherlands,NLD,2008,Summer,16,957901566041.406
New Zealand,New Zealand,NZL,2008,Summer,9,133437126590.286
Nigeria,Nigeria,NGA,2008,Summer,5,339476276257.793
Norway,Norway,NOR,2008,Summer,9,464917553191.489
Panama,Panama,PAN,2008,Summer,1,25721327955.2772
Poland,Poland,POL,2008,Summer,11,535612030671.888
Portugal,Portugal,PRT,2008,Summer,2,263416394624.084
Romania,Romania,ROU,2008,Summer,9,214315932061.275
Russian Federation,Russian Federation,RUS,2008,Summer,60,1660848058303.11
Samoa,Samoa,WSM,2008,Summer,1,641346191.664776
Serbia,Serbia,SRB,2008,Summer,3,54220641201.6474
Singapore,Singapore,SGP,2008,Summer,1,193617323539.203
Slovakia,Slovak Republic,SVK,2008,Summer,6,100830060552.902
Slovenia,Slovenia,SVN,2008,Summer,5,55509332322.3578
South Africa,South Africa,ZAF,2008,Summer,1,316131258616.309
Spain,Spain,ESP,2008,Summer,19,1636115447612.5
Sudan,Sudan,SDN,2008,Summer,1,64833083257.1431
Sweden,Sweden,SWE,2008,Summer,5,514614100832.941
Switzerland,Switzerland,CHE,2008,Summer,7,567267767519.158
Tajikistan,Tajikistan,TJK,2008,Summer,2,5161299725.27673
Thailand,Thailand,THA,2008,Summer,6,291382982430.951
Togo,Togo,TGO,2008,Summer,1,4578847112.70688
Trinidad and Tobago,Trinidad and Tobago,TTO,2008,Summer,2,27871587349.5413
Tunisia,Tunisia,TUN,2008,Summer,1,44859439902.2191
Turkey,Turkiye,TUR,2008,Summer,5,775415944332.866
Ukraine,Ukraine,UKR,2008,Summer,22,188110390659.515
United States,United States,USA,2008,Summer,112,14769857911000.0
Uzbekistan,Uzbekistan,UZB,2008,Summer,4,29549438883.8338
Venezuela,"Venezuela, RB",VEN,2008,Summer,1,315953388510.678
Vietnam,Viet Nam,VNM,2008,Summer,1,99130304099.1274
Zimbabwe,Zimbabwe,ZWE,2008,Summer,4,4418000000.0
Australia,Australia,AUS,2010,Winter,3,1152566632022.13
Austria,Austria,AUT,2010,Winter,16,389827789217.634
Belarus,Belarus,BLR,2010,Winter,3,57231904542.8755
Canada,Canada,CAN,2010,Winter,26,1617343367486.26
China,China,CHN,2010,Winter,11,6192564874453.29
Croatia,Croatia,HRV,2010,Winter,3,58975205417.3439
Czech Republic,Czechia,CZE,2010,Winter,6,211168667286.27
Estonia,Estonia,EST,2010,Winter,1,19524355419.038
Finland,Finland,FIN,2010,Winter,5,249429613683.334
France,France,FRA,2010,Winter,11,2646230027988.34
Germany,Germany,DEU,2010,Winter,30,3467093769666.67
Great Britain,United Kingdom,GBR,2010,Winter,1,2496740681057.14
Italy,Italy,ITA,2010,Winter,5,2144936254535.0
Japan,Japan,JPN,2010,Winter,5,5759071769013.11
Kazakhstan,Kazakhstan,KAZ,2010,Winter,1,148047348240.643
Korea Republic,"Korea, Rep.",KOR,2010,Winter,14,1192830015737.68
Latvia,Latvia,LVA,2010,Winter,2,23468324572.3343
Netherlands,Netherlands,NLD,2010,Winter,8,852464982433.335
Norway,Norway,NOR,2010,Winter,23,431052143940.438
Poland,Poland,POL,2010,Winter,6,478111630683.514
Russian Federation,Russian Federation,RUS,2010,Winter,15,1524916715223.95
Slovakia,Slovak Republic,SVK,2010,Winter,3,91112160800.7668
Slovenia,Slovenia,SVN,2010,Winter,3,47793117240.9001
Sweden,Sweden,SWE,2010,Winter,11,492750897239.447
Switzerland,Switzerland,CHE,2010,Winter,9,598851028906.58
United States,United States,USA,2010,Winter,37,15048964444000.0
Afghanistan,Afghanistan,AFG,2012,Summer,1,19907329777.5872
Algeria,Algeria,DZA,2012,Summer,1,227143746075.934
Argentina,Argentina,ARG,2012,Summer,4,545982375701.128
Armenia,Armenia,ARM,2012,Summer,2,10619320682.9474
Australia,Australia,AUS,2012,Summer,35,1552728401401.58
Azerbaijan,Azerbaijan,AZE,2012,Summer,9,69679944504.1972
Bahamas,"Bahamas, The",BHS,2012,Summer,1,10720400000.0
Bahrain,Brunei Darussalam,BRN,2012,Summer,1,19048443340.7732
Belarus,Belarus,BLR,2012,Summer,10,65685890438.8922
Belgium,Belgium,BEL,2012,Summer,3,498414364944.961
Botswana,Botswana,BWA,2012,Summer,1,13907464500.1489
Brazil,Brazil,BRA,2012,Summer,17,2465228293706.86
Bulgaria,Bulgaria,BGR,2012,Summer,3,54297052002.2338
Cameroon,Cameroon,CMR,2012,Summer,1,30155062329.2821
Canada,Canada,CAN,2012,Summer,18,1828366481521.6
China,China,CHN,2012,Summer,92,8673664713189.24
Colombia,Colombia,COL,2012,Summer,9,370691143018.039
Croatia,Croatia,HRV,2012,Summer,6,57548115904.416
Cuba,Cuba,CUB,2012,Summer,15,73141000000.0
Cyprus,Cyprus,CYP,2012,Summer,1,25047436974.6819
Czech Republic,Czechia,CZE,2012,Summer,11,210363223087.728
Denmark,Denmark,DNK,2012,Summer,9,326792574244.963
Dominican Republic,Dominican Republic,DOM,2012,Summer,2,60561635555.6383
Egypt,"Egypt, Arab Rep.",EGY,2012,Summer,4,279116666666.667
Estonia,Estonia,EST,2012,Summer,2,23237406116.3988
Ethiopia,Ethiopia,ETH,2012,Summer,8,43310721414.0829
Finland,Finland,FIN,2012,Summer,3,257443384492.969
France,France,FRA,2012,Summer,35,2683007095787.23
Gabon,Gabon,GAB,2012,Summer,1,17170464016.0593
Georgia,Georgia,GEO,2012,Summer,6,16894392033.2256
Germany,Germany,DEU,2012,Summer,44,3596483233406.25
Great Britain,United Kingdom,GBR,2012,Summer,65,2719715961539.83
Greece,Greece,GRC,2012,Summer,2,238841140018.233
Grenada,Grenada,GRD,2012,Summer,1,799881481.481481
Guatemala,Guatemala,GTM,2012,Summer,1,49593929487.1263
"Hong Kong, China","Hong Kong SAR, China",HKG,2012,Summer,1,262628865879.697
Hungary,Hungary,HUN,2012,Summer,18,128470269689.958
India,India,IND,2012,Summer,6,1827637590410.41
Indonesia,Indonesia,IDN,2012,Summer,3,917869913332.649
Iran,"Iran, Islamic Rep.",IRN,2012,Summer,13,644019315003.54
Ireland,Ireland,IRL,2012,Summer,6,226921827888.137
Italy,Italy,ITA,2012,Summer,28,2097929495121.68
Jamaica,Jamaica,JAM,2012,Summer,13,14807086555.5283
Japan,Japan,JPN,2012,Summer,38,6272362996105.03
Kazakhstan,Kazakhstan,KAZ,2012,Summer,11,207998568865.789
Kenya,Kenya,KEN,2012,Summer,13,56396704671.5777
Korea Republic,"Korea, Rep.",KOR,2012,Summer,31,1335343586437.67
Kuwait,Kuwait,KWT,2012,Summer,1,174047662680.041
Latvia,Latvia,LVA,2012,Summer,2,27116149948.6683
Lithuania,Lithuania,LTU,2012,Summer,5,42709372066.8627
Malaysia,Malaysia,MYS,2012,Summer,2,314443047642.111
Mexico,Mexico,MEX,2012,Summer,8,1255110424817.79
Mongolia,Mongolia,MNG,2012,Summer,5,12292770631.565
Montenegro,Montenegro,MNE,2012,Summer,1,4071829462.26447
Morocco,Morocco,MAR,2012,Summer,1,106937392311.129
Netherlands,Netherlands,NLD,2012,Summer,20,845689017065.625
New Zealand,New Zealand,NZL,2012,Summer,13,176560711239.147
Norway,Norway,NOR,2012,Summer,4,512777309840.997
Poland,Poland,POL,2012,Summer,11,498148649702.66
Portugal,Portugal,PRT,2012,Summer,1,216536676771.973
Puerto Rico,Puerto Rico (US),PRI,2012,Summer,2,101564800000.0
Qatar,Qatar,QAT,2012,Summer,2,186833516483.516
Romania,Romania,ROU,2012,Summer,7,179117323107.087
Russian Federation,Russian Federation,RUS,2012,Summer,64,2208293553878.42
Saudi Arabia,Saudi Arabia,SAU,2012,Summer,1,751921333333.333
Serbia,Serbia,SRB,2012,Summer,4,45103269969.4112
Singapore,Singapore,SGP,2012,Summer,2,295092888076.589
Slovakia,Slovak Republic,SVK,2012,Summer,4,94724394278.052
Slovenia,Slovenia,SVN,2012,Summer,4,46167053954.3367
South Africa,South Africa,ZAF,2012,Summer,6,434400545085.811
Spain,Spain,ESP,2012,Summer,20,1330994811670.31
Sweden,Sweden,SWE,2012,Summer,8,549739674655.127
Switzerland,Switzerland,CHE,2012,Summer,4,686420221557.99
Tajikistan,Tajikistan,TJK,2012,Summer,1,7633036903.07634
Thailand,Thailand,THA,2012,Summer,4,397558325278.579
Trinidad and Tobago,Trinidad and Tobago,TTO,2012,Summer,4,27147349937.4689
Tunisia,Tunisia,TUN,2012,Summer,3,47311401812.6733
Turkey,Turkiye,TUR,2012,Summer,3,885327622479.052
Uganda,Uganda,UGA,2012,Summer,1,27305915910.7877
Ukraine,Ukraine,UKR,2012,Summer,19,182591753827.949
United States,United States,USA,2012,Summer,104,16253972230000.0
Uzbekistan,Uzbekistan,UZB,2012,Summer,3,67517349212.0609
Venezuela,"Venezuela, RB",VEN,2012,Summer,1,372592062768.06
Vietnam,Viet Nam,VNM,2012,Summer,1,195590661129.249
Australia,Australia,AUS,2014,Winter,3,1474677007565.64
Austria,Austria,AUT,2014,Winter,17,438556021078.034
Belarus,Belarus,BLR,2014,Winter,6,78813069120.9984
Canada,Canada,CAN,2014,Winter,25,1805749878439.94
China,China,CHN,2014,Winter,9,10674533168257.4
Croatia,Croatia,HRV,2014,Winter,1,59606934500.9957
Czech Republic,Czechia,CZE,2014,Winter,9,210911285077.683
Finland,Finland,FIN,2014,Winter,5,273478528954.901
France,France,FRA,2014,Winter,15,2861236112552.42
Germany,Germany,DEU,2014,Winter,19,3964870735760.77
Great Britain,United Kingdom,GBR,2014,Winter,5,3085362169410.29
Italy,Italy,ITA,2014,Winter,8,2173255507985.84
Japan,Japan,JPN,2014,Winter,8,4896994405353.29
Kazakhstan,Kazakhstan,KAZ,2014,Winter,1,221415613595.469
Korea Republic,"Korea, Rep.",KOR,2014,Winter,8,1556252422020.44
Latvia,Latvia,LVA,2014,Winter,5,30277203767.4058
Netherlands,Netherlands,NLD,2014,Winter,24,901556501756.467
Norway,Norway,NOR,2014,Winter,26,501736471832.848
Poland,Poland,POL,2014,Winter,6,542134167178.627
Russian Federation,Russian Federation,RUS,2014,Winter,29,2059241589895.01
Slovakia,Slovak Republic,SVK,2014,Winter,1,101713075598.862
Slovenia,Slovenia,SVN,2014,Winter,8,49514466379.6057
Sweden,Sweden,SWE,2014,Winter,15,577727767303.596
Switzerland,Switzerland,CHE,2014,Winter,11,726537808338.0
Ukraine,Ukraine,UKR,2014,Winter,2,133503871861.723
United States,United States,USA,2014,Winter,28,17550680174000.0
Algeria,Algeria,DZA,2016,Summer,2,180763839522.151
Argentina,Argentina,ARG,2016,Summer,4,557532320662.955
Armenia,Armenia,ARM,2016,Summer,4,10546136235.5219
Australia,Australia,AUS,2016,Summer,29,1211588128417.61
Austria,Austria,AUT,2016,Summer,1,393687359770.273
Azerbaijan,Azerbaijan,AZE,2016,Summer,18,37866996882.9157
Bahamas,"Bahamas, The",BHS,2016,Summer,2,11880900000.0
Bahrain,Brunei Darussalam,BRN,2016,Summer,2,11400266044.6651
Belarus,Belarus,BLR,2016,Summer,9,47723545321.259
Belgium,Belgium,BEL,2016,Summer,6,474271566739.729
Brazil,Brazil,BRA,2016,Summer,19,1795693265999.04
Bulgaria,Bulgaria,BGR,2016,Summer,3,53929397039.2106
Burundi,Burundi,BDI,2016,Summer,1,2618093125.14687
Canada,Canada,CAN,2016,Summer,22,1527994741907.43
China,China,CHN,2016,Summer,70,11456024084962.0
Colombia,Colombia,COL,2016,Summer,8,282720100286.228
Cote d'Ivoire,Cote d'Ivoire,CIV,2016,Summer,2,48407761036.8238
Croatia,Croatia,HRV,2016,Summer,10,52650714171.8617
Cuba,Cuba,CUB,2016,Summer,11,91370407900.0
Czech Republic,Czechia,CZE,2016,Summer,10,198160659303.939
Denmark,Denmark,DNK,2016,Summer,15,312181849372.233
Dominican Republic,Dominican Republic,DOM,2016,Summer,1,75552902635.7075
Egypt,"Egypt, Arab Rep.",EGY,2016,Summer,3,332441717791.411
Estonia,Estonia,EST,2016,Summer,1,24561027787.7896
Ethiopia,Ethiopia,ETH,2016,Summer,8,68475871209.607
Fiji,Fiji,FJI,2016,Summer,1,4930213644.36653
Finland,Finland,FIN,2016,Summer,1,238777818792.608
France,France,FRA,2016,Summer,42,2470407619777.13
Georgia,Georgia,GEO,2016,Summer,7,15444548901.9637
Germany,Germany,DEU,2016,Summer,42,3536787895179.0
Great Britain,United Kingdom,GBR,2016,Summer,67,2706807606538.73
Greece,Greece,GRC,2016,Summer,6,193097239005.87
Grenada,Grenada,GRD,2016,Summer,1,1061640740.74074
Hungary,Hungary,HUN,2016,Summer,15,128983560865.293
India,India,IND,2016,Summer,2,2294796885663.16
Indonesia,Indonesia,IDN,2016,Summer,3,931877364037.698
Iran,"Iran, Islamic Rep.",IRN,2016,Summer,8,478618064870.999
Ireland,Ireland,IRL,2016,Summer,2,305431252708.748
Israel,Israel,ISR,2016,Summer,2,321940971558.016
Italy,Italy,ITA,2016,Summer,28,1887111188176.93
Jamaica,Jamaica,JAM,2016,Summer,11,14898999754.1229
Japan,Japan,JPN,2016,Summer,41,5003677627544.24
Jordan,Jordan,JOR,2016,Summer,1,39892551126.7606
Kazakhstan,Kazakhstan,KAZ,2016,Summer,17,137278320084.171
Kenya,Kenya,KEN,2016,Summer,13,74815144163.8931
Korea Republic,"Korea, Rep.",KOR,2016,Summer,21,1579150518945.44
Kosovo,Kosovo,XKX,2016,Summer,1,6682677289.98994
Lithuania,Lithuania,LTU,2016,Summer,4,42970749245.0336
Malaysia,Malaysia,MYS,2016,Summer,5,301256033870.334
Mexico,Mexico,MEX,2016,Summer,5,1112233497452.7
Mongolia,Mongolia,MNG,2016,Summer,2,11181350649.3573
Morocco,Morocco,MAR,2016,Summer,1,111572947004.917
Netherlands,Netherlands,NLD,2016,Summer,19,797163949289.885
New Zealand,New Zealand,NZL,2016,Summer,18,189100085275.23
Niger,Niger,NER,2016,Summer,1,10398861981.7583
Nigeria,Nigeria,NGA,2016,Summer,1,404649125252.16
Norway,Norway,NOR,2016,Summer,4,370956547619.048
Philippines,Philippines,PHL,2016,Summer,1,318627003016.731
Poland,Poland,POL,2016,Summer,11,473259583969.643
Portugal,Portugal,PRT,2016,Summer,1,206305431241.638
Puerto Rico,Puerto Rico (US),PRI,2016,Summer,1,104336700000.0
Qatar,Qatar,QAT,2016,Summer,1,151732142857.143
Romania,Romania,ROU,2016,Summer,4,185290759248.844
Russian Federation,Russian Federation,RUS,2016,Summer,56,1276786350881.14
Serbia,Serbia,SRB,2016,Summer,8,42225495909.5633
Singapore,Singapore,SGP,2016,Summer,1,319646468521.497
Slovakia,Slovak Republic,SVK,2016,Summer,4,90347173228.6356
Slovenia,Slovenia,SVN,2016,Summer,4,44290685824.0682
South Africa,South Africa,ZAF,2016,Summer,10,323585509674.481
Spain,Spain,ESP,2016,Summer,17,1243015667917.12
Sweden,Sweden,SWE,2016,Summer,11,513058312950.939
Switzerland,Switzerland,CHE,2016,Summer,7,687895460902.713
Tajikistan,Tajikistan,TJK,2016,Summer,1,6992416096.89018
Thailand,Thailand,THA,2016,Summer,6,413366349747.508
Trinidad and Tobago,Trinidad and Tobago,TTO,2016,Summer,1,23624322192.6274
Tunisia,Tunisia,TUN,2016,Summer,3,44360072680.4476
Turkey,Turkiye,TUR,2016,Summer,8,870818016909.84
Ukraine,Ukraine,UKR,2016,Summer,11,93355869403.9223
United Arab Emirates,United Arab Emirates,ARE,2016,Summer,1,381717086453.37
United States,United States,USA,2016,Summer,121,18695110842000.0
Uzbekistan,Uzbekistan,UZB,2016,Summer,13,86138288644.171
Venezuela,"Venezuela, RB",VEN,2016,Summer,3,112915034262.314
Vietnam,Viet Nam,VNM,2016,Summer,2,257096001177.982
Australia,Australia,AUS,2018,Winter,3,1433144978761.67
Austria,Austria,AUT,2018,Winter,14,452582294972.775
Belarus,Belarus,BLR,2018,Winter,3,60031026576.26
Belgium,Belgium,BEL,2018,Winter,1,542638913427.921
Canada,Canada,CAN,2018,Winter,29,1725329192783.02
China,China,CHN,2018,Winter,9,14147765772963.8
Czech Republic,Czechia,CZE,2018,Winter,7,251992360762.236
Finland,Finland,FIN,2018,Winter,6,273869255596.078
France,France,FRA,2018,Winter,15,2781576320884.39
Germany,Germany,DEU,2018,Winter,31,4055433215301.96
Great Britain,United Kingdom,GBR,2018,Winter,5,2897028009916.05
Hungary,Hungary,HUN,2018,Winter,1,161184691013.835
Italy,Italy,ITA,2018,Winter,10,2099435266458.67
Japan,Japan,JPN,2018,Winter,13,5040880939324.86
Kazakhstan,Kazakhstan,KAZ,2018,Winter,1,179339977690.485
Korea Republic,"Korea, Rep.",KOR,2018,Winter,17,1824251454306.83
Latvia,Latvia,LVA,2018,Winter,1,33247935477.3576
Liechtenstein,Liechtenstein,LIE,2018,Winter,1,6692620691.84146
Netherlands,Netherlands,NLD,2018,Winter,20,929733599796.862
New Zealand,New Zealand,NZL,2018,Winter,2,211985631173.205
Norway,Norway,NOR,2018,Winter,39,439788625883.8
Olympic Athletes from Russia,Russian Federation,RUS,2018,Winter,17,1657328773461.31
Poland,Poland,POL,2018,Winter,2,594616687350.017
Slovakia,Slovak Republic,SVK,2018,Winter,3,106611673364.837
Slovenia,Slovenia,SVN,2018,Winter,2,53689067639.9176
Spain,Spain,ESP,2018,Winter,2,1431642809327.06
Sweden,Sweden,SWE,2018,Winter,14,549649344043.182
Switzerland,Switzerland,CHE,2018,Winter,15,725568717468.001
Ukraine,Ukraine,UKR,2018,Winter,1,130891088293.55
United States,United States,USA,2018,Winter,23,20533057312000.0
Argentina,Argentina,ARG,2020,Summer,3,385740508436.965
Armenia,Armenia,ARM,2020,Summer,4,12641698583.2152
Australia,Australia,AUS,2020,Summer,45,1333336461648.09
Austria,Austria,AUT,2020,Summer,7,434397601557.696
Azerbaijan,Azerbaijan,AZE,2020,Summer,6,42693000000.0
Bahamas,"Bahamas, The",BHS,2020,Summer,2,10363200000.0
Bahrain,Brunei Darussalam,BRN,2020,Summer,1,12005799653.9835
Belarus,Belarus,BLR,2020,Summer,7,61371673344.7424
Belgium,Belgium,BEL,2020,Summer,6,529694473501.791
Bermuda,Bermuda,BMU,2020,Summer,1,6887364000.0
Botswana,Botswana,BWA,2020,Summer,1,14960251607.8135
Brazil,Brazil,BRA,2020,Summer,18,1476107292151.95
Bulgaria,Bulgaria,BGR,2020,Summer,4,70486877546.4901
Burkina Faso,Burkina Faso,BFA,2020,Summer,1,17725010532.5268
Canada,Canada,CAN,2020,Summer,23,1655684730000.19
China,China,CHN,2020,Summer,87,14996414166715.1
Colombia,Colombia,COL,2020,Summer,5,270348342541.465
Croatia,Croatia,HRV,2020,Summer,8,57959843541.3699
Cuba,Cuba,CUB,2020,Summer,13,107352000000.0
Czech Republic,Czechia,CZE,2020,Summer,11,251109660602.536
Denmark,Denmark,DNK,2020,Summer,11,355631021931.621
Dominican Republic,Dominican Republic,DOM,2020,Summer,5,78546672406.8291
Ecuador,Ecuador,ECU,2020,Summer,3,95865473000.0
Egypt,"Egypt, Arab Rep.",EGY,2020,Summer,3,383817841547.099
Estonia,Estonia,EST,2020,Summer,2,31820771493.8974
Ethiopia,Ethiopia,ETH,2020,Summer,4,98676811061.4035
Fiji,Fiji,FJI,2020,Summer,2,4227719873.3865
Finland,Finland,FIN,2020,Summer,1,270000311606.226
France,France,FRA,2020,Summer,31,2647926055110.05
Georgia,Georgia,GEO,2020,Summer,8,16010869215.68
Germany,Germany,DEU,2020,Summer,37,3941398957073.94
Ghana,Ghana,GHA,2020,Summer,1,70008243859.8666
Great Britain,United Kingdom,GBR,2020,Summer,62,2724001478304.59
Greece,Greece,GRC,2020,Summer,4,191362985554.861
Grenada,Grenada,GRD,2020,Summer,1,1043411111.11111
Hong Kong,"Hong Kong SAR, China",HKG,2020,Summer,6,344943149590.058
Hungary,Hungary,HUN,2020,Summer,19,158468487754.196
India,India,IND,2020,Summer,6,2674851578587.27
Indonesia,Indonesia,IDN,2020,Summer,5,1059054842698.48
Iran,"Iran, Islamic Rep.",IRN,2020,Summer,6,280934329279.723
Ireland,Ireland,IRL,2020,Summer,3,436009027818.948
Israel,Israel,ISR,2020,Summer,2,410768352657.612
Italy,Italy,ITA,2020,Summer,37,1907481094079.23
Ivory Coast,Cote d'Ivoire,CIV,2020,Summer,1,63027852805.4204
Jamaica,Jamaica,JAM,2020,Summer,9,15000214216.2439
Japan,Japan,JPN,2020,Summer,56,5054068005376.28
Jordan,Jordan,JOR,2020,Summer,1,43700383098.5916
Kazakhstan,Kazakhstan,KAZ,2020,Summer,5,171082365861.423
Kenya,Kenya,KEN,2020,Summer,10,100657505750.545
Kosovo,Kosovo,XKX,2020,Summer,2,7717143395.54732
Kuwait,Kuwait,KWT,2020,Summer,1,111045470605.715
Kyrgyzstan,Kyrgyz Republic,KGZ,2020,Summer,2,8270468614.24051
Latvia,Latvia,LVA,2020,Summer,2,33379927434.6149
Lithuania,Lithuania,LTU,2020,Summer,1,57412038533.2718
Malaysia,Malaysia,MYS,2020,Summer,2,337456163961.211
Mexico,Mexico,MEX,2020,Summer,4,1121064767308.42
Moldova,Moldova,MDA,2020,Summer,1,11530746234.4492
Mongolia,Mongolia,MNG,2020,Summer,1,13312981429.0891
Morocco,Morocco,MAR,2020,Summer,1,121353645057.144
Namibia,Namibia,NAM,2020,Summer,1,10583748541.5258
Netherlands,Netherlands,NLD,2020,Summer,35,932560861701.17
New Zealand,New Zealand,NZL,2020,Summer,20,213029554653.687
Nigeria,Nigeria,NGA,2020,Summer,2,598586817819.073
North Macedonia,North Macedonia,MKD,2020,Summer,1,12361036913.8409
Norway,Norway,NOR,2020,Summer,8,367633418886.627
Philippines,Philippines,PHL,2020,Summer,4,361751145451.597
Poland,Poland,POL,2020,Summer,14,605914237903.742
Portugal,Portugal,PRT,2020,Summer,4,229618773422.577
Puerto Rico,Puerto Rico (US),PRI,2020,Summer,1,103130900000.0
Qatar,Qatar,QAT,2020,Summer,3,144411538461.538
ROC,Russian Federation,RUS,2020,Summer,62,1493075894362.14
Romania,Romania,ROU,2020,Summer,4,250625048303.578
San Marino,San Marino,SMR,2020,Summer,2,1541248248.80727
Saudi Arabia,Saudi Arabia,SAU,2020,Summer,1,767951200000.0
Serbia,Serbia,SRB,2020,Summer,8,55874017668.998
Slovakia,Slovak Republic,SVK,2020,Summer,4,107732602896.441
Slovenia,Slovenia,SVN,2020,Summer,5,53384760135.1581
South Africa,South Africa,ZAF,2020,Summer,3,337974655408.055
South Korea,"Korea, Rep.",KOR,2020,Summer,20,1744070276373.34
Spain,Spain,ESP,2020,Summer,17,1289783836971.21
Sweden,Sweden,SWE,2020,Summer,9,544265668451.678
Switzerland,Switzerland,CHE,2020,Summer,13,741999406005.627
Syria,Syrian Arab Republic,SYR,2020,Summer,1,12047752036.091
Thailand,Thailand,THA,2020,Summer,2,500461898480.246
Tunisia,Tunisia,TUN,2020,Summer,2,42491780918.361
Turkey,Turkiye,TUR,2020,Summer,8,733628247119.077
Turkmenistan,Turkmenistan,TKM,2020,Summer,1,41509903181.7231
Uganda,Uganda,UGA,2020,Summer,4,37600368241.6657
Ukraine,Ukraine,UKR,2020,Summer,18,156617722013.342
United States,United States,USA,2020,Summer,110,21060473613000.0
Uzbekistan,Uzbekistan,UZB,2020,Summer,4,66443265418.3086
Venezuela,"Venezuela, RB",VEN,2020,Summer,4,42838020721.1995
Australia,Australia,AUS,2022,Winter,4,1695627535475.8
Austria,Austria,AUT,2022,Winter,18,473221298968.216
Belarus,Belarus,BLR,2022,Winter,2,73775179924.603
Belgium,Belgium,BEL,2022,Winter,2,591085783326.267
Canada,Canada,CAN,2022,Winter,26,2190411080134.32
China,China,CHN,2022,Winter,15,18316765021690.2
Czech Republic,Czechia,CZE,2022,Winter,2,301831228325.556
Estonia,Estonia,EST,2022,Winter,1,38226641740.29
Finland,Finland,FIN,2022,Winter,8,280253099309.34
France,France,FRA,2022,Winter,14,2794788137066.94
Germany,Germany,DEU,2022,Winter,27,4201021706478.62
Great Britain,United Kingdom,GBR,2022,Winter,2,3181244350465.41
Hungary,Hungary,HUN,2022,Winter,3,177002580544.155
Italy,Italy,ITA,2022,Winter,17,2104067630319.46
Japan,Japan,JPN,2022,Winter,18,4262463317796.53
Korea Republic,"Korea, Rep.",KOR,2022,Winter,9,1799363116866.52
Latvia,Latvia,LVA,2022,Winter,1,38003198508.9107
Netherlands,Netherlands,NLD,2022,Winter,17,1046540797548.64
New Zealand,New Zealand,NZL,2022,Winter,3,249509991440.438
Norway,Norway,NOR,2022,Winter,37,596297651035.798
Poland,Poland,POL,2022,Winter,1,695607470875.276
ROC,Russian Federation,RUS,2022,Winter,32,2291612121334.64
Slovakia,Slovak Republic,SVK,2022,Winter,2,115792972358.209
Slovenia,Slovenia,SVN,2022,Winter,7,59899117741.0022
Spain,Spain,ESP,2022,Winter,1,1448850658406.62
Sweden,Sweden,SWE,2022,Winter,18,575071237640.921
Switzerland,Switzerland,CHE,2022,Winter,15,828508926958.393
Ukraine,Ukraine,UKR,2022,Winter,1,161989520721.19
United States,United States,USA,2022,Winter,25,25604848907611.0
Albania,Albania,ALB,2024,Summer,2,27046429296.6673
Algeria,Algeria,DZA,2024,Summer,3,269322281664.773
Argentina,Argentina,ARG,2024,Summer,3,638365455340.04
Armenia,Armenia,ARM,2024,Summer,4,25955275380.0321
Australia,Australia,AUS,2024,Summer,53,1757022451652.83
Austria,Austria,AUT,2024,Summer,5,534790720466.822
